omega_x,omega_y,qx,qy,Mx,My,u0,u1,psi,ind,t,x,y,z,xd,yd,zd
73.0,41.0,-0.0005133100203238428,-0.0006898158462718129,-0.5040454545454546,-0.5127121212121212,0.0,0.0,0.0005527138710021973,1680.0,18.591,0.30104292631149293,0.0019499152898788453,0.6460474133491516,0.29999494552612305,-8.940696716308594e-08,0.6013872265815735
55.0,39.0,-0.0005133100203238428,-0.0006898158462718129,-0.468344696969697,-0.4382083333333334,0.0,0.0,0.0005527138710021973,1680.0,18.595,0.30101627111434937,0.0019448003033176065,0.6460755348205567,0.29999494552612305,-8.940696716308594e-08,0.6017527461051941
48.0,47.0,-0.0005133100203238428,-0.0006898158462718129,-0.5733295454545455,-0.4234848484848485,0.0,0.0,0.0005527138710021973,1680.0,18.599,0.3009896159172058,0.0019396853167563677,0.6461036562919616,0.29999494552612305,-8.940696716308594e-08,0.6021622776985168
51.0,42.0,-0.00022633695334661752,-0.0008992843213491142,-0.5272386363636364,-0.36912121212121213,0.0,0.0,0.0005527138710021973,1680.0,18.603,0.30096296072006223,0.0019345703301951289,0.6461317777633667,0.29999494552612305,-8.940696716308594e-08,0.6026159405708313
36.0,0.0,-0.00022633695334661752,-0.0008992843213491142,-0.5029621212121212,-0.35484090909090915,0.0,0.0,0.0005527138710021973,1680.0,18.607,0.30107060074806213,0.0019385671941563487,0.6461422562599182,0.29999494552612305,-8.940696716308594e-08,0.6031136631965637
33.0,-25.0,-1.303298631682992e-05,-0.000976660754531622,-0.5380227272727274,-0.43057575757575767,0.0,0.0,0.0005527138710021973,1680.0,18.611,0.3011214792728424,0.0019465443911030889,0.6461383104324341,0.29999494552612305,-8.940696716308594e-08,0.6036551237106323
60.0,-18.0,-1.303298631682992e-05,-0.000976660754531622,-0.5017310606060607,-0.5189659090909091,0.0,0.0,0.0005527138710021973,1680.0,18.615,0.301150906085968,0.001957181701436639,0.6461254000663758,0.29999494552612305,-8.940696716308594e-08,0.6042406916618347
49.0,-14.0,-1.303298631682992e-05,-0.000976660754531622,-0.446185606060606,-0.5631363636363637,0.0,0.0,0.0005527138710021973,1680.0,18.619,0.30118033289909363,0.001967819011770189,0.6461124897003174,0.29999494552612305,-8.940696716308594e-08,0.6048699736595153
31.0,-11.0,0.0002258809981867671,-0.0006213508313521743,-0.46952651515151517,-0.48759848484848484,0.0,0.0,0.0005527138710021973,1680.0,18.623,0.30120975971221925,0.0019784563221037386,0.646099579334259,0.29999494552612305,-8.940696716308594e-08,0.6055429577827454
33.0,-11.0,0.00021779428061563522,-0.0007128706783987582,-0.37567045454545445,-0.46361742424242414,0.0,0.0,0.0005527138710021973,1680.0,18.627,0.3011086344718933,0.0019808536395430564,0.6461059331893921,0.29999494552612305,-8.940696716308594e-08,0.6062607765197754
