omega_x,omega_y,qx,qy,Mx,My,u0,u1,psi,ind,t,x,y,z,xd,yd,zd
9.0,-2.0,0.0016615717904642224,0.0011260982137173414,-0.9879507575757586,-0.2177500000000002,0.0,0.0,0.06612667441368103,0.0,29.725,0.29502053260803224,0.004328143782913685,0.6363617539405823,0.2999974489212036,-2.086162567138672e-07,0.6898886561393738
20.0,16.0,0.0015386189334094524,0.001123999827541411,-0.9352613636363643,-0.14152272727272752,0.0,0.0,0.06612667441368103,0.0,29.729,0.29502021074295043,0.0043563093058764935,0.6363567352294922,0.2999974489212036,-2.086162567138672e-07,0.6927213788032531
-3.0,-27.0,0.0015386189334094524,0.001123999827541411,-0.9381666666666675,-0.12995075757575805,0.0,0.0,0.06612667441368103,0.0,29.733,0.2950228154659271,0.004276383202522993,0.6364035487174988,0.2999974489212036,-2.086162567138672e-07,0.695598042011261
-15.0,-38.0,0.0015903097810223699,0.0011300707701593637,-1.0469924242424256,-0.3532651515151521,0.0,0.0,0.06612667441368103,0.0,29.737,0.2950226843357086,0.004289194662123919,0.6365039229393006,0.2999974489212036,-2.086162567138672e-07,0.6985194444656372
-4.0,-3.0,0.001646494842134416,0.0011258694576099515,-1.0820037878787887,-0.3519356060606064,0.0,0.0,0.06612667441368103,0.0,29.741,0.2950232744216919,0.0043010682798922065,0.6366222858428955,0.2999974489212036,-2.086162567138672e-07,0.7014852285385131
5.0,2.0,0.0016113421879708767,0.001216421602293849,-1.045859848484848,-0.27270454545454575,0.0,0.0,0.06612667441368103,0.0,29.745,0.29502357840538024,0.004409515112638473,0.6367829084396363,0.2999974489212036,-2.086162567138672e-07,0.7044938206672668
7.0,0.0,0.0016113421879708767,0.001216421602293849,-1.087469696969697,-0.38000378787878797,0.0,0.0,0.06612667441368103,0.0,29.749,0.29502620100975036,0.004544203821569681,0.6369952201843262,0.2999974489212036,-2.086162567138672e-07,0.7075460910797119
27.0,36.0,0.0015302959363907576,0.0012147714151069522,-1.0993863636363628,-0.34110227272727267,0.0,0.0,0.06612667441368103,0.0,29.753,0.29502472281455994,0.004703156743198633,0.6371520519256592,0.2999974489212036,-2.086162567138672e-07,0.7106435179710389
35.0,42.0,0.0015990087995305657,0.0011544728185981512,-1.0597954545454542,-0.21095454545454545,0.0,0.0,0.06612667441368103,0.0,29.757,0.2950259804725647,0.004769372101873159,0.637255322933197,0.2999974489212036,-2.086162567138672e-07,0.7137844920158386
27.0,7.0,0.0015990087995305657,0.0011544728185981512,-1.12573106060606,-0.2778750000000002,0.0,0.0,0.06612667441368103,0.0,29.761,0.29502339363098146,0.004849566798657179,0.6374053478240966,0.2999974489212036,-2.086162567138672e-07,0.7169690132141113
43.0,41.0,0.0017660337034612894,0.0010203892597928643,-1.1647310606060615,-0.35557954545454573,0.0,0.0,0.06612667441368103,0.0,29.765,0.29502432942390444,0.004882457572966814,0.6375704407691956,0.2999974489212036,-2.086162567138672e-07,0.7201971292495728
41.0,32.0,0.0017660337034612894,0.0010203892597928643,-1.0908674242424254,-0.2077537878787883,0.0,0.0,0.06612667441368103,0.0,29.769,0.29502063393592837,0.004917551856487989,0.6376421928405762,0.2999974489212036,-2.086162567138672e-07,0.7234701752662659
43.0,0.0,0.0017660337034612894,0.0010203892597928643,-1.0980075757575776,-0.26778030303030353,0.0,0.0,0.06612667441368103,0.0,29.773,0.29491846561431884,0.004933499451726675,0.6378385424613953,0.2999974489212036,-2.086162567138672e-07,0.7267856001853943
54.0,25.0,0.00198238343000412,0.0009006984764710069,-1.123416666666668,-0.2597537878787882,0.0,0.0,0.06612667441368103,0.0,29.777,0.29481629729270936,0.0049494470469653605,0.6380348920822143,0.2999974489212036,-2.086162567138672e-07,0.7301470756530761
66.0,36.0,0.00198238343000412,0.0009006984764710069,-1.0687083333333363,-0.23242424242424278,0.0,0.0,0.06612667441368103,0.0,29.781,0.29466325640678404,0.00495519507676363,0.6382129549980163,0.2999974489212036,-2.086162567138672e-07,0.7335500955581665
36.0,14.0,0.00198238343000412,0.0009006984764710069,-1.0085340909090916,-0.11576893939393962,0.0,0.0,0.06612667441368103,0.0,29.785,0.29451021552085876,0.004960943106561899,0.6383910179138184,0.2999974489212036,-2.086162567138672e-07,0.7369983553886413
35.0,13.0,0.002255130559206009,0.0006422414444386959,-1.0835303030303038,-0.1407840909090911,0.0,0.0,0.06612667441368103,0.0,29.789,0.2943309426307678,0.004966174066066742,0.638738477230072,0.2999974489212036,-2.086162567138672e-07,0.7404899358749389
43.0,0.0,0.002255130559206009,0.0006422414444386959,-1.0974659090909114,-0.2358219696969698,0.0,0.0,0.06612667441368103,0.0,29.793,0.29425424337387085,0.00496628750115633,0.6390168190002441,0.2999974489212036,-2.086162567138672e-07,0.7440264821052551
42.0,0.0,0.002445449586957693,0.0005988199263811111,-1.1097765151515175,-0.2969810606060609,0.0,0.0,0.06612667441368103,0.0,29.797,0.29416472315788267,0.004969952534884215,0.639229929447174,0.2999974489212036,-2.086162567138672e-07,0.7476068258285522
18.0,-23.0,0.002445449586957693,0.0005988199263811111,-1.065015151515152,-0.23395075757575795,0.0,0.0,0.06612667441368103,0.0,29.801,0.29412540793418884,0.00496828081086278,0.6394904613494873,0.2999974489212036,-2.086162567138672e-07,0.7512313008308411
20.0,-40.0,0.0025899773463606834,0.0006840989226475358,-1.1165227272727294,-0.32091287878787933,0.0,0.0,0.06612667441368103,0.0,29.805,0.2940799593925476,0.004970761388540268,0.6397417426109314,0.2999974489212036,-2.086162567138672e-07,0.7548994064331055
31.0,6.0,0.0025899773463606834,0.0006840989226475358,-1.1093333333333333,-0.3439090909090915,0.0,0.0,0.06612667441368103,0.0,29.809,0.29406054615974425,0.004968091659247875,0.6399914741516113,0.2999974489212036,-2.086162567138672e-07,0.7586118578910828
46.0,26.0,0.0025899773463606834,0.0006840989226475358,-1.1122386363636365,-0.1800795454545458,0.0,0.0,0.06612667441368103,0.0,29.813,0.2940382480621338,0.004970361385494471,0.640149986743927,0.2999974489212036,-2.086162567138672e-07,0.7623679161071777
25.0,0.0,0.0027614012360572815,0.0006743588019162416,-1.046204545454546,-0.09548106060606117,0.0,0.0,0.06612667441368103,0.0,29.817,0.2940287709236145,0.00496907951310277,0.6403737306594849,0.2999974489212036,-2.086162567138672e-07,0.7661688089370727
16.0,-4.0,0.0027614012360572815,0.0006743588019162416,-1.1227272727272748,-0.1277840909090912,0.0,0.0,0.06612667441368103,0.0,29.821,0.2940181493759155,0.004971660953015089,0.64058758020401,0.2999974489212036,-2.086162567138672e-07,0.7700127959251404
29.0,0.0,0.0028832850512117147,0.0006741241668350995,-1.139617424242425,-0.08159469696969737,0.0,0.0,0.06612667441368103,0.0,29.825,0.29401366114616395,0.004970090091228485,0.6408106803894043,0.2999974489212036,-2.086162567138672e-07,0.7739011287689209
