omega_x,omega_y,qx,qy,Mx,My,u0,u1,psi,ind,t,x,y,z,xd,yd,zd
62.0,1.0,0.0004111181478947401,0.0013155664782971144,-1.198314393939394,0.19189772727272728,0.0,0.0,0.3539569675922394,0.0,70.722,0.29950883984565735,0.0070556350983679295,0.9558312058448791,0.3000009059906006,-3.5762786865234375e-07,0.9013925909996032
54.0,11.0,0.0007037417381070554,0.0012956829741597176,-1.1572954545454546,0.20923106060606061,0.0,0.0,0.3539569675922394,0.0,70.726,0.2993750274181366,0.0069869737140834335,0.9557342410087586,0.3000009059906006,-3.5762786865234375e-07,0.9017588496208191
60.0,-13.0,0.0007055388996377587,0.0012048138305544853,-1.1326742424242426,0.209625,0.0,0.0,0.3539569675922394,0.0,70.73,0.2992041170597076,0.00695332121104002,0.9555803775787354,0.3000009059906006,-3.5762786865234375e-07,0.9021691083908081
49.0,-15.0,0.0007055388996377587,0.0012048138305544853,-1.0909166666666668,0.1498939393939394,0.0,0.0,0.3539569675922394,0.0,70.734,0.2991164982318878,0.006921872962266207,0.9554163932800293,0.3000009059906006,-3.5762786865234375e-07,0.9026235938072205
43.0,-17.0,0.0009806419257074594,0.001244241138920188,-1.1280454545454546,0.12330303030303032,0.0,0.0,0.3539569675922394,0.0,70.738,0.2990333795547485,0.006905390787869692,0.9552388429641724,0.3000009059906006,-3.5762786865234375e-07,0.9031217336654663
33.0,-20.0,0.0009806419257074594,0.001244241138920188,-1.088011363636364,0.1253219696969697,0.0,0.0,0.3539569675922394,0.0,70.742,0.2989793062210083,0.006877757329493761,0.9551481604576111,0.3000009059906006,-3.5762786865234375e-07,0.9036638140678406
23.0,-11.0,0.0011635300470516086,0.0013344704639166594,-1.0595000000000003,0.12034848484848486,0.0,0.0,0.3539569675922394,0.0,70.746,0.29893874526023867,0.006869778502732515,0.9550596714019776,0.3000009059906006,-3.5762786865234375e-07,0.904249906539917
19.0,-8.0,0.0011635300470516086,0.0013344704639166594,-1.0495037878787883,0.1573295454545455,0.0,0.0,0.3539569675922394,0.0,70.75,0.2989136576652527,0.0068566322326660155,0.955014419555664,0.3000009059906006,-3.5762786865234375e-07,0.9048797369003296
29.0,-8.0,0.0011635300470516086,0.0013344704639166594,-1.0472386363636368,0.17515530303030302,0.0,0.0,0.3539569675922394,0.0,70.754,0.2989059865474701,0.006865311600267887,0.9549788236618042,0.3000009059906006,-3.5762786865234375e-07,0.9055545091629028
21.0,-6.0,0.0012821296695619822,0.0013814818812534213,-0.9990303030303036,0.16771969696969694,0.0,0.0,0.3539569675922394,0.0,70.758,0.29889381527900694,0.006859024893492461,0.9549567937850952,0.3000009059906006,-3.5762786865234375e-07,0.906272804737091
3.0,-7.0,0.0012821296695619822,0.0013814818812534213,-0.9861780303030308,0.15235606060606055,0.0,0.0,0.3539569675922394,0.0,70.762,0.2988838255405426,0.006853205338120461,0.9549359917640686,0.3000009059906006,-3.5762786865234375e-07,0.907034718990326
0.0,-14.0,0.0013393141562119126,0.0014209520304575562,-0.9915454545454547,0.12896590909090908,0.0,0.0,0.3539569675922394,0.0,70.766,0.29887902140617373,0.006850448623299599,0.9549259424209595,0.3000009059906006,-3.5762786865234375e-07,0.9078406453132629
1.0,-21.0,0.0013393141562119126,0.0014209520304575562,-0.9442727272727275,0.13664772727272725,0.0,0.0,0.3539569675922394,0.0,70.77,0.2988952696323395,0.006871481705456972,0.9549325585365296,0.3000009059906006,-3.5762786865234375e-07,0.9086905121803284
-1.0,-9.0,0.0013393141562119126,0.0014209520304575562,-0.8761704545454545,0.13339772727272728,0.0,0.0,0.3539569675922394,0.0,70.774,0.2988941609859467,0.006870475690811872,0.954928708076477,0.3000009059906006,-3.5762786865234375e-07,0.90958491563797
-8.0,2.0,0.001340027549304068,0.0014991139760240912,-0.8160454545454545,0.1608257575757576,0.0,0.0,0.3539569675922394,0.0,70.778,0.2988930523395538,0.006869469676166773,0.9549248576164245,0.3000009059906006,-3.5762786865234375e-07,0.9105224251747132
-17.0,2.0,0.001340027549304068,0.0014991139760240912,-0.8059507575757572,0.11424242424242426,0.0,0.0,0.3539569675922394,0.0,70.782,0.29890350103378294,0.006880208663642406,0.9549303174018859,0.3000009059906006,-3.5762786865234375e-07,0.9115041851997375
-25.0,-5.0,0.001340027549304068,0.0014991139760240912,-0.8233825757575751,0.12261363636363631,0.0,0.0,0.3539569675922394,0.0,70.786,0.29889525175094606,0.006868230178952217,0.9549228310585022,0.3000009059906006,-3.5762786865234375e-07,0.9125299692153931
-41.0,-11.0,0.0012696239864453673,0.0014958713436499238,-0.7897499999999994,0.09400378787878783,0.0,0.0,0.3539569675922394,0.0,70.79,0.2988840818405151,0.006850743293762207,0.954912269115448,0.3000009059906006,-3.5762786865234375e-07,0.913599681854248
-60.0,-12.0,0.0012696239864453673,0.0014958713436499238,-0.8219545454545454,0.060272727272727256,0.0,0.0,0.3539569675922394,0.0,70.794,0.2988728523254395,0.006833469867706299,0.9549025177955628,0.3000009059906006,-3.5762786865234375e-07,0.9147139191627502
-57.0,11.0,0.0010462210047990084,0.0015469546196982265,-0.8479053030303028,0.0654431818181818,0.0,0.0,0.3539569675922394,0.0,70.798,0.2988763988018036,0.006836157198995352,0.9549044370651245,0.3000009059906006,-3.5762786865234375e-07,0.9158715844154358
-42.0,16.0,0.0010462210047990084,0.0015469546196982265,-0.8845909090909089,0.08834090909090912,0.0,0.0,0.3539569675922394,0.0,70.802,0.29887322187423704,0.0068283709697425365,0.9549004554748535,0.3000009059906006,-3.5762786865234375e-07,0.917074191570282
-51.0,14.0,0.0007926493999548256,0.001482337131164968,-0.8587878787878787,0.06736363636363647,0.0,0.0,0.3539569675922394,0.0,70.806,0.2988849878311157,0.006841764319688082,0.9549086451530456,0.3000009059906006,-3.5762786865234375e-07,0.9183198094367981
-48.0,18.0,0.0007926493999548256,0.001482337131164968,-0.9050757575757572,0.02683712121212132,0.0,0.0,0.3539569675922394,0.0,70.81,0.2988857626914978,0.006838941574096679,0.9549092411994934,0.3000009059906006,-3.5762786865234375e-07,0.9196099042892456
-48.0,10.0,0.0007926493999548256,0.001482337131164968,-0.989821969696969,-0.010734848484848403,0.0,0.0,0.3539569675922394,0.0,70.814,0.29890096783638,0.00685760397464037,0.9549212455749512,0.3000009059906006,-3.5762786865234375e-07,0.9209439873695373
-31.0,20.0,0.0005469846655614674,0.0014060345711186528,-1.0119318181818173,-0.04343181818181811,0.0,0.0,0.3539569675922394,0.0,70.818,0.2989013969898224,0.006856305617839098,0.9549215793609619,0.3000009059906006,-3.5762786865234375e-07,0.9223214983940125
-31.0,20.0,0.0005469846655614674,0.0014060345711186528,-1.0141969696969688,-0.04377651515151513,0.0,0.0,0.3539569675922394,0.0,70.822,0.2989176452159882,0.006877446919679642,0.9549362301826477,0.3000009059906006,-3.5762786865234375e-07,0.9237425208091736
